wins,losses,draws,height_cm,weight_kg,reach_in_cm,sig_strikes_landed_min,sig_strike_acc,sig_strikes_absorbed_min,sig_strike_def,avg_takedowns_landed_15_min,takedown_acc,takedown_def,avg_sub_attempt_15_min
22,9,1,180.34,77.11,190.5,5.17,52,5.15,52,1.04,60,62,5.17
15,0,0,182.88,77.11,200.66,5.17,48,3.54,48,1.66,45,91,5.17
16,7,1,180.34,65.77,185.42,5.16,50,3.65,60,0.64,17,44,5.16
14,6,0,190.5,83.91,190.5,5.15,42,3.93,55,1.57,46,30,5.15
7,3,0,182.88,119.75,187.96,5.13,55,5.93,49,0.0,0,100,5.13
20,16,0,195.58,120.2,182.88,5.13,52,3.19,41,3.14,36,53,5.13
8,3,1,185.42,120.2,182.88,5.13,60,1.81,45,0.0,0,0,5.13
7,1,0,172.72,65.77,180.34,5.13,44,5.57,55,3.5,58,50,5.13
12,7,0,182.88,83.91,182.88,5.13,51,4.56,52,1.42,100,56,5.13
23,8,0,185.42,83.91,195.58,5.13,44,3.69,55,1.66,29,75,5.13
26,7,0,172.72,61.23,177.8,5.13,49,3.49,54,0.67,25,78,5.13
19,6,0,182.88,83.91,187.96,5.12,50,4.17,62,0.76,44,48,5.12
23,7,0,180.34,65.77,182.88,5.12,39,7.1,54,0.42,29,91,5.12
19,6,0,165.1,56.7,172.72,5.12,54,4.51,59,0.65,37,77,5.12
20,6,0,177.8,65.77,180.34,5.11,45,2.53,64,1.87,37,42,5.11
8,7,0,180.34,83.91,182.88,5.11,52,4.96,51,0.0,0,100,5.11
6,1,0,175.26,65.77,172.72,5.11,38,9.15,38,4.04,33,0,5.11
15,12,2,172.72,68.04,182.88,5.11,54,8.78,48,0.0,0,0,5.11
9,4,0,167.64,61.23,175.26,5.1,36,7.63,52,1.5,25,100,5.1
2,1,0,170.18,52.16,182.88,5.1,45,4.0,43,0.0,0,100,5.1
20,7,0,177.8,65.77,187.96,5.1,48,3.79,57,1.96,40,90,5.1
37,10,0,200.66,113.4,203.2,5.1,57,3.0,54,0.49,63,73,5.1
33,15,1,187.96,77.11,190.5,5.1,49,3.65,60,1.16,42,65,5.1
18,5,0,167.64,61.23,170.18,5.09,41,3.47,62,1.56,30,77,5.09
5,1,0,182.88,83.91,187.96,5.09,60,1.13,33,8.49,100,100,5.09
29,11,0,185.42,83.91,185.42,5.09,53,3.74,58,1.56,55,94,5.09
9,1,0,175.26,70.31,177.8,5.09,56,4.37,44,1.76,50,51,5.09
23,12,0,182.88,70.31,190.5,5.08,48,4.76,51,0.79,34,80,5.08
11,1,0,177.8,70.31,180.34,5.08,46,3.74,49,3.63,39,100,5.08
15,2,0,182.88,70.31,185.42,5.08,39,4.79,47,2.18,100,0,5.08
13,3,0,175.26,61.23,180.34,5.08,37,3.7,55,1.0,25,45,5.08
8,4,1,193.04,107.05,198.12,5.08,48,3.46,57,0.64,50,42,5.08
6,0,0,170.18,56.7,167.64,5.07,73,4.2,58,0.0,0,75,5.07
0,4,0,175.26,92.99,182.88,5.06,25,8.43,50,0.0,0,66,5.06
8,3,0,180.34,65.77,185.42,5.05,53,1.76,72,0.0,0,66,5.05
11,5,0,180.34,70.31,182.88,5.04,38,2.94,61,0.0,0,0,5.04
20,5,2,175.26,61.23,170.18,5.04,57,2.73,65,0.34,37,71,5.04
10,8,0,185.42,83.91,195.58,5.04,41,5.83,40,0.0,0,69,5.04
13,7,0,167.64,52.16,175.26,5.03,38,5.76,44,0.95,44,47,5.03
5,3,0,170.18,61.23,177.8,5.03,51,5.28,47,3.87,57,100,5.03
16,5,0,170.18,61.23,170.18,5.03,53,4.26,59,1.71,52,85,5.03
6,5,0,162.56,52.16,167.64,5.02,45,4.84,60,0.0,0,50,5.02
20,9,0,175.26,77.11,182.88,5.02,34,5.93,50,0.73,42,73,5.02
23,9,0,180.34,77.11,182.88,5.02,41,4.17,58,0.34,22,50,5.02
6,2,0,172.72,61.23,180.34,5.0,40,11.25,25,0.0,0,0,5.0
8,9,0,170.18,56.7,175.26,5.0,58,3.0,64,7.5,100,0,5.0
12,3,1,185.42,70.31,187.96,5.0,51,3.67,36,1.47,22,50,5.0
12,3,0,172.72,56.7,177.8,5.0,57,3.99,53,2.12,25,63,5.0
9,2,0,193.04,92.99,200.66,5.0,62,3.65,50,0.19,100,70,5.0
10,7,0,154.94,52.16,157.48,4.99,44,5.39,52,0.26,100,64,4.99
22,6,0,193.04,109.77,195.58,4.98,60,3.78,48,1.49,100,58,4.98
6,3,0,175.26,56.7,172.72,4.98,54,7.02,37,0.0,0,62,4.98
11,8,0,182.88,77.11,182.88,4.98,48,6.91,47,2.8,50,66,4.98
26,9,0,180.34,70.31,193.04,4.98,45,4.26,56,0.42,35,66,4.98
8,1,1,172.72,65.77,172.72,4.96,50,4.54,56,0.45,10,100,4.96
9,2,0,180.34,77.11,190.5,4.96,48,3.66,58,1.75,58,66,4.96
12,10,0,193.04,120.2,203.2,4.96,44,5.67,45,0.18,50,20,4.96
8,4,1,170.18,65.77,175.26,4.96,57,5.29,55,1.93,58,52,4.96
12,4,0,182.88,83.91,182.88,4.96,44,2.8,66,0.25,33,60,4.96
24,8,2,177.8,90.72,182.88,4.95,52,5.05,54,1.55,50,100,4.95
17,5,0,177.8,83.91,185.42,4.94,51,3.66,53,2.1,50,69,4.94
8,5,0,187.96,77.11,187.96,4.94,48,3.1,46,1.84,55,67,4.94
9,1,1,177.8,70.31,175.26,4.94,48,5.72,48,1.71,62,75,4.94
7,3,0,160.02,52.16,160.02,4.93,50,2.57,64,0.25,33,66,4.93
2,5,0,177.8,70.31,182.88,4.93,32,5.6,66,0.0,0,66,4.93
14,2,0,182.88,70.31,185.42,4.93,54,1.93,74,0.0,0,71,4.93
20,8,0,160.02,52.16,160.02,4.93,50,7.19,53,0.94,25,50,4.93
5,4,0,177.8,61.23,182.88,4.93,51,2.07,69,1.0,33,0,4.93
16,10,0,172.72,65.77,180.34,4.92,39,6.42,55,0.46,50,66,4.92
17,14,0,185.42,83.91,190.5,4.92,36,5.27,54,0.48,18,75,4.92
9,3,0,180.34,77.11,190.5,4.92,54,3.96,65,1.85,45,78,4.92
19,4,0,172.72,70.31,180.34,4.91,57,2.66,76,1.11,28,81,4.91
11,4,0,175.26,65.77,182.88,4.91,23,7.17,51,0.0,0,0,4.91
13,8,0,167.64,56.7,175.26,4.91,47,3.69,63,1.84,57,54,4.91
6,1,0,182.88,92.99,187.96,4.91,58,8.29,30,0.0,0,100,4.91
12,3,0,172.72,70.31,180.34,4.9,51,4.97,49,0.29,40,89,4.9
30,7,0,182.88,77.11,185.42,4.9,41,4.67,61,0.48,30,60,4.9
12,3,0,182.88,92.99,185.42,4.89,45,5.18,56,0.0,0,100,4.89
23,8,0,172.72,70.31,180.34,4.89,46,4.58,46,2.17,38,71,4.89
18,1,0,185.42,65.77,185.42,4.89,48,3.0,64,5.22,56,77,4.89
21,7,0,180.34,70.31,177.8,4.89,44,4.44,48,0.87,36,50,4.89
6,5,0,165.1,52.16,170.18,4.89,53,3.77,66,0.74,37,65,4.89
16,5,0,167.64,56.7,175.26,4.89,45,6.42,56,2.75,50,62,4.89
11,2,0,182.88,111.13,190.5,4.88,45,5.6,50,0.0,0,72,4.88
5,4,0,172.72,83.91,182.88,4.88,87,0.0,0,0.0,0,50,4.88
15,0,0,170.18,61.23,175.26,4.88,46,3.7,69,0.4,50,89,4.88
10,3,0,187.96,77.11,187.96,4.88,49,5.1,53,0.44,28,100,4.88
17,7,0,170.18,61.23,167.64,4.87,49,3.75,53,0.35,30,71,4.87
15,5,0,182.88,70.31,185.42,4.87,37,4.09,61,1.33,40,96,4.87
15,1,0,185.42,77.11,182.88,4.87,40,5.25,59,4.75,71,100,4.87
20,12,2,193.04,104.33,182.88,4.87,55,1.47,77,0.0,0,75,4.87
8,0,0,187.96,92.99,190.5,4.87,46,1.6,73,6.0,85,100,4.87
11,2,0,175.26,65.77,182.88,4.87,52,5.87,55,0.0,0,0,4.87
8,5,0,177.8,65.77,177.8,4.87,48,5.75,57,2.49,33,0,4.87
11,9,0,187.96,83.91,182.88,4.86,62,0.61,66,1.3,100,20,4.86
14,7,0,175.26,61.23,172.72,4.86,39,5.71,59,0.17,50,75,4.86
9,6,0,170.18,61.23,172.72,4.86,32,15.48,28,0.0,0,0,4.86
12,4,0,195.58,92.99,210.82,4.86,46,4.27,51,0.68,50,80,4.86
9,4,0,187.96,83.91,182.88,4.86,44,4.99,51,0.0,0,53,4.86
8,2,0,165.1,56.7,167.64,4.86,52,9.85,44,0.0,0,0,4.86
9,5,0,193.04,83.91,182.88,4.85,39,4.12,47,0.0,0,64,4.85
14,5,0,182.88,65.77,190.5,4.85,56,2.61,46,1.51,44,94,4.85
16,0,0,172.72,61.23,175.26,4.85,70,0.73,75,4.28,45,100,4.85
16,4,1,170.18,61.23,172.72,4.85,42,4.67,58,1.09,35,61,4.85
22,5,0,170.18,65.77,177.8,4.84,43,4.93,61,0.17,14,75,4.84
5,7,1,177.8,70.31,182.88,4.84,50,0.97,80,0.0,0,66,4.84
3,2,0,157.48,52.16,160.02,4.83,47,5.56,38,2.27,50,77,4.83
3,5,0,180.34,61.23,185.42,4.83,53,4.43,57,1.27,36,50,4.83
15,7,0,180.34,77.11,182.88,4.83,47,3.45,56,0.0,0,52,4.83
8,2,0,182.88,77.11,187.96,4.83,65,6.11,40,0.53,100,69,4.83
8,4,0,170.18,70.31,172.72,4.83,41,2.81,61,0.36,16,81,4.83
16,5,0,172.72,56.7,182.88,4.83,54,2.75,62,0.32,100,66,4.83
20,4,0,193.04,108.86,203.2,4.82,53,3.82,54,1.86,34,68,4.82
9,4,0,180.34,92.99,193.04,4.82,56,6.68,50,0.0,0,62,4.82
8,3,0,157.48,52.16,160.02,4.81,48,3.66,49,1.13,33,47,4.81
17,6,0,185.42,77.11,198.12,4.81,63,3.69,47,0.0,0,0,4.81
14,2,0,182.88,83.91,193.04,4.8,69,0.4,78,7.5,100,33,4.8
15,2,0,167.64,61.23,162.56,4.8,51,4.57,50,1.0,20,50,4.8
7,2,0,167.64,61.23,175.26,4.8,64,11.78,48,0.0,0,100,4.8
17,7,0,187.96,83.91,195.58,4.79,41,5.0,60,0.56,28,100,4.79
7,5,0,195.58,120.2,203.2,4.79,50,3.31,55,0.2,33,64,4.79
16,7,0,187.96,92.99,182.88,4.79,50,4.79,48,0.0,0,100,4.79
14,9,0,180.34,83.91,182.88,4.79,38,5.76,58,1.22,50,100,4.79
21,6,0,167.64,61.23,180.34,4.79,50,4.99,56,1.92,37,71,4.79
28,9,0,187.96,77.11,185.42,4.79,49,4.11,61,0.96,18,59,4.79
23,11,0,172.72,70.31,180.34,4.79,41,4.05,65,0.27,50,58,4.79
13,4,0,177.8,77.11,180.34,4.78,42,3.59,65,1.05,54,78,4.78
15,6,0,182.88,70.31,185.42,4.78,64,4.35,46,0.41,10,66,4.78
9,2,0,182.88,77.11,182.88,4.78,45,4.63,35,3.42,42,0,4.78
17,3,2,167.64,52.16,165.1,4.77,48,2.89,56,0.25,42,66,4.77
15,7,0,172.72,61.23,175.26,4.77,42,3.82,55,1.26,41,61,4.77
19,11,0,177.8,65.77,177.8,4.76,40,5.94,53,1.42,26,64,4.76
24,7,0,170.18,65.77,180.34,4.76,43,2.99,57,0.84,15,81,4.76
20,9,0,177.8,61.23,180.34,4.75,45,4.73,55,1.35,35,64,4.75
9,1,0,180.34,77.11,190.5,4.75,58,4.07,58,0.0,0,100,4.75
23,10,2,177.8,83.91,182.88,4.75,53,4.66,57,0.35,50,37,4.75
8,2,0,177.8,70.31,182.88,4.75,48,5.0,57,0.74,22,28,4.75
12,4,0,193.04,92.99,195.58,4.75,50,3.77,48,0.36,28,80,4.75
17,5,1,180.34,70.31,182.88,4.75,47,4.07,60,1.66,46,74,4.75
11,4,0,172.72,56.7,182.88,4.74,54,5.95,33,0.0,0,83,4.74
13,6,0,154.94,52.16,152.4,4.74,48,3.59,61,0.66,14,61,4.74
14,4,1,177.8,65.77,177.8,4.74,53,4.91,54,0.29,20,50,4.74
23,4,0,170.18,61.23,180.34,4.73,52,2.41,58,1.97,24,45,4.73
22,9,0,182.88,77.11,195.58,4.73,47,6.76,48,0.49,100,68,4.73
6,3,0,185.42,92.99,187.96,4.73,57,4.26,54,0.46,22,50,4.73
20,1,1,175.26,65.77,180.34,4.73,43,3.27,60,0.0,0,0,4.73
11,4,0,160.02,52.16,167.64,4.73,42,3.24,64,2.27,53,88,4.73
11,1,0,170.18,65.77,172.72,4.73,44,5.8,51,0.0,0,66,4.73
4,0,0,185.42,83.91,187.96,4.73,61,1.87,48,0.0,0,70,4.73
12,2,0,182.88,83.91,190.5,4.72,53,4.11,60,0.47,50,92,4.72
10,4,0,170.18,70.31,180.34,4.71,53,3.53,53,1.77,36,63,4.71
6,5,0,177.8,77.11,190.5,4.71,46,3.55,60,0.57,27,60,4.71
13,5,0,172.72,61.23,177.8,4.71,52,3.36,50,1.0,33,64,4.71
22,7,0,175.26,65.77,182.88,4.7,58,4.4,63,2.5,62,66,4.7
21,10,1,187.96,92.99,190.5,4.7,52,2.75,58,0.0,0,63,4.7
29,13,0,172.72,65.77,177.8,4.7,50,3.84,59,1.09,52,61,4.7
8,2,0,175.26,70.31,185.42,4.69,43,3.53,55,0.94,33,77,4.69
9,2,1,190.5,118.39,182.88,4.69,45,0.94,91,0.0,0,100,4.69
10,5,0,170.18,61.23,182.88,4.69,53,2.68,63,5.03,100,100,4.69
35,8,2,195.58,83.91,193.04,4.68,66,2.34,40,11.69,100,0,4.68
17,6,0,180.34,83.91,195.58,4.68,52,4.13,59,0.44,42,63,4.68
14,10,0,177.8,61.23,182.88,4.68,35,4.62,58,0.74,42,57,4.68
17,9,0,175.26,61.23,172.72,4.67,47,4.11,53,1.69,35,32,4.67
10,4,0,167.64,56.7,172.72,4.67,55,3.82,52,0.59,66,47,4.67
15,6,1,170.18,65.77,175.26,4.67,53,3.95,52,3.22,38,100,4.67
9,2,1,182.88,83.91,185.42,4.67,51,4.41,62,1.99,13,0,4.67
24,7,0,167.64,56.7,165.1,4.67,48,3.14,60,2.84,44,77,4.67
16,3,1,165.1,56.7,167.64,4.67,43,3.95,58,0.41,45,59,4.67
18,5,0,175.26,70.31,187.96,4.66,37,3.42,56,0.71,22,63,4.66
15,5,0,182.88,65.77,187.96,4.65,44,2.91,58,0.0,0,50,4.65
11,4,0,185.42,83.91,195.58,4.65,57,3.34,31,0.76,50,75,4.65
9,4,0,167.64,56.7,175.26,4.65,50,4.0,47,0.15,25,76,4.65
9,3,0,175.26,77.11,175.26,4.65,44,4.89,60,0.0,0,66,4.65
6,3,0,182.88,77.11,180.34,4.65,50,5.12,51,0.0,0,50,4.65
19,4,0,172.72,61.23,177.8,4.64,50,3.76,58,0.44,41,69,4.64
16,3,0,177.8,70.31,182.88,4.64,46,5.05,55,0.93,20,85,4.64
17,9,1,185.42,92.99,190.5,4.63,43,3.29,48,4.75,58,77,4.63
21,11,0,167.64,61.23,172.72,4.63,49,4.45,54,0.95,44,34,4.63
16,4,0,180.34,65.77,180.34,4.63,46,4.07,51,0.73,28,59,4.63
22,12,0,180.34,77.11,190.5,4.63,37,3.68,60,1.89,25,69,4.63
14,7,0,175.26,65.77,182.88,4.63,41,4.9,56,1.2,31,60,4.63
11,2,0,175.26,61.23,175.26,4.62,37,10.77,30,0.0,0,0,4.62
8,4,0,172.72,77.11,182.88,4.62,35,6.92,21,3.46,100,100,4.62
21,14,0,177.8,77.11,177.8,4.62,44,3.05,57,0.43,25,59,4.62
12,4,0,180.34,70.31,182.88,4.62,45,4.53,56,0.69,18,75,4.62
5,1,0,190.5,92.99,182.88,4.62,78,1.86,50,4.47,50,60,4.62
20,7,1,172.72,61.23,170.18,4.61,42,3.77,59,0.53,55,72,4.61
9,0,0,180.34,70.31,182.88,4.61,50,2.83,71,2.96,60,100,4.61
16,5,1,190.5,120.2,195.58,4.6,49,3.83,48,0.23,40,56,4.6
13,2,0,165.1,56.7,165.1,4.6,52,2.72,54,1.14,35,45,4.6
6,0,0,172.72,61.23,172.72,4.6,37,4.0,44,3.0,60,100,4.6
15,3,0,172.72,70.31,175.26,4.6,28,3.6,61,1.0,16,0,4.6
8,3,0,175.26,65.77,180.34,4.59,48,5.54,51,2.28,66,100,4.59
19,7,0,187.96,92.99,190.5,4.59,47,3.92,55,0.57,33,80,4.59
18,5,0,175.26,56.7,172.72,4.59,34,4.41,63,0.27,15,54,4.59
6,4,0,198.12,92.99,182.88,4.59,26,12.79,41,0.0,0,0,4.59
21,7,1,175.26,70.31,175.26,4.59,41,3.16,65,1.52,55,37,4.59
27,12,0,172.72,70.31,177.8,4.58,40,4.46,51,0.68,17,56,4.58
12,5,0,175.26,65.77,182.88,4.57,54,3.65,57,0.0,0,90,4.57
5,2,0,175.26,70.31,182.88,4.57,31,3.83,58,0.0,0,66,4.57
24,11,0,162.56,56.7,175.26,4.57,39,3.24,65,0.63,33,88,4.57
13,0,0,177.8,92.99,180.34,4.57,57,3.12,57,0.75,16,83,4.57
22,13,0,182.88,77.11,193.04,4.57,45,3.77,52,1.05,30,41,4.57
17,0,0,170.18,65.77,182.88,4.57,49,2.74,61,4.71,50,71,4.57
14,4,0,187.96,83.91,187.96,4.56,32,4.46,62,0.74,33,80,4.56
8,0,0,187.96,92.99,187.96,4.56,75,1.27,28,0.0,0,0,4.56
15,6,0,160.02,52.16,165.1,4.56,50,5.62,48,0.33,14,85,4.56
19,7,1,182.88,83.91,187.96,4.56,45,4.24,56,1.66,45,69,4.56
12,4,0,190.5,83.91,190.5,4.55,53,3.76,58,1.09,31,72,4.55
18,13,1,177.8,77.11,185.42,4.55,35,3.59,65,0.93,50,76,4.55
7,3,0,167.64,83.91,177.8,4.55,44,6.21,46,4.28,52,40,4.55
11,4,0,175.26,70.31,193.04,4.55,53,3.91,49,0.35,25,85,4.55
23,3,0,180.34,77.11,182.88,4.55,43,3.64,57,1.98,35,93,4.55
19,7,0,170.18,61.23,182.88,4.55,40,4.18,57,0.0,0,60,4.55
13,4,0,177.8,70.31,177.8,4.55,48,4.38,43,2.12,83,69,4.55
6,6,0,172.72,61.23,182.88,4.55,31,7.4,45,0.0,0,60,4.55
23,5,0,172.72,61.23,175.26,4.55,51,2.62,57,2.73,54,82,4.55
15,7,0,193.04,120.2,200.66,4.54,48,4.81,41,0.99,33,46,4.54
6,6,1,185.42,69.85,182.88,4.53,48,4.53,63,2.0,100,66,4.53
21,13,1,177.8,61.23,180.34,4.53,50,1.75,63,1.83,62,62,4.53
12,0,0,187.96,77.11,182.88,4.53,76,0.45,77,3.4,100,100,4.53
16,6,0,182.88,65.77,182.88,4.52,41,6.38,62,0.44,18,57,4.52
24,7,1,180.34,77.11,185.42,4.52,42,3.33,57,0.43,13,68,4.52
12,7,2,175.26,70.31,180.34,4.52,45,4.76,55,1.09,37,69,4.52
9,2,0,167.64,56.7,175.26,4.52,52,2.57,55,0.0,0,53,4.52
12,3,0,170.18,61.23,180.34,4.52,44,7.07,47,1.26,25,75,4.52
10,1,0,180.34,61.23,182.88,4.52,35,4.52,42,0.0,0,0,4.52
21,17,0,167.64,61.23,177.8,4.52,37,6.55,59,0.18,18,60,4.52
11,2,0,185.42,77.11,195.58,4.52,54,3.73,42,0.94,25,45,4.52
13,3,0,172.72,70.31,172.72,4.51,40,3.96,61,1.6,19,61,4.51
7,4,0,165.1,56.7,162.56,4.51,48,4.59,57,0.87,33,50,4.51
4,3,0,154.94,52.16,165.1,4.51,51,4.0,65,1.0,21,50,4.51
8,6,0,170.18,52.16,172.72,4.51,37,5.4,58,0.77,45,66,4.51
7,1,0,172.72,65.77,182.88,4.5,47,2.66,64,1.24,66,85,4.5
7,0,0,167.64,56.7,167.64,4.5,51,2.85,60,2.47,50,0,4.5
21,9,0,193.04,107.95,195.58,4.49,47,3.33,56,0.3,50,81,4.49
26,7,1,172.72,65.77,182.88,4.49,39,5.0,54,1.41,50,33,4.49
5,3,0,180.34,77.11,182.88,4.49,51,4.56,51,2.0,30,100,4.49
1,2,0,187.96,77.11,187.96,4.49,57,3.73,62,0.71,33,88,4.49
7,8,0,167.64,56.7,162.56,4.48,42,5.66,57,0.71,40,68,4.48
12,4,0,198.12,111.13,203.2,4.48,47,2.85,48,0.0,0,0,4.48
8,3,0,172.72,65.77,180.34,4.47,46,2.87,65,1.0,16,0,4.47
25,7,0,182.88,83.91,185.42,4.47,42,3.39,60,0.85,39,82,4.47
9,5,0,165.1,56.7,170.18,4.47,59,3.23,66,2.72,85,74,4.47
6,3,0,182.88,70.31,182.88,4.47,63,3.27,57,4.0,66,69,4.47
26,14,0,175.26,77.11,172.72,4.47,47,4.03,65,0.86,33,43,4.47
19,8,0,182.88,77.11,180.34,4.46,42,3.84,57,1.25,41,60,4.46
10,2,0,175.26,65.77,177.8,4.46,55,6.03,44,4.34,46,66,4.46
15,6,0,177.8,70.31,185.42,4.46,52,2.51,44,3.52,36,85,4.46
16,4,0,167.64,61.23,172.72,4.46,41,2.41,56,6.55,36,78,4.46
17,6,0,182.88,70.31,187.96,4.46,47,4.41,54,2.46,34,76,4.46
17,0,0,185.42,77.11,195.58,4.45,59,2.61,53,1.49,33,100,4.45
15,3,0,175.26,65.77,180.34,4.45,35,4.17,55,0.25,6,16,4.45
13,7,1,190.5,77.11,195.58,4.45,41,5.07,51,0.23,100,73,4.45
9,5,0,193.04,92.99,182.88,4.44,52,1.11,64,11.11,80,0,4.44
5,1,0,190.5,83.91,182.88,4.44,58,1.29,72,1.75,25,40,4.44
11,6,1,182.88,70.31,182.88,4.44,47,4.47,55,0.27,25,56,4.44
4,5,0,167.64,56.7,167.64,4.44,34,4.31,64,0.0,0,0,4.44
14,0,0,170.18,65.77,175.26,4.44,46,3.05,67,2.19,56,92,4.44
7,2,0,187.96,92.99,193.04,4.44,62,2.72,57,0.42,9,100,4.44
19,4,0,190.5,92.99,190.5,4.44,56,5.52,42,0.0,0,33,4.44
12,3,0,170.18,65.77,172.72,4.43,61,3.07,59,2.56,69,75,4.43
14,5,0,190.5,92.99,200.66,4.43,46,2.22,59,4.89,50,83,4.43
23,10,0,182.88,83.91,187.96,4.43,51,5.33,43,1.09,27,73,4.43
34,13,0,193.04,65.77,182.88,4.43,27,9.93,46,0.0,0,0,4.43
8,0,0,170.18,56.7,180.34,4.43,44,3.62,45,4.68,38,14,4.43
13,4,0,198.12,83.91,195.58,4.43,36,3.87,59,0.63,42,63,4.43
17,9,0,167.64,70.31,167.64,4.42,46,3.07,59,3.89,40,82,4.42
7,5,0,162.56,52.16,160.02,4.42,48,6.64,55,2.28,43,25,4.42
9,6,1,162.56,52.16,162.56,4.41,38,4.12,64,1.8,44,77,4.41
26,5,0,165.1,56.7,170.18,4.41,48,3.81,51,1.75,44,66,4.41
23,8,0,175.26,120.2,190.5,4.41,48,5.87,40,0.0,0,33,4.41
9,2,0,154.94,52.16,154.94,4.41,37,4.86,59,3.39,41,71,4.41
36,17,0,185.42,70.31,185.42,4.41,46,4.48,53,1.16,33,73,4.41
20,2,0,175.26,70.31,177.8,4.4,49,3.05,54,0.67,57,89,4.4
5,1,0,187.96,92.99,182.88,4.4,46,6.8,67,2.0,28,0,4.4
20,7,0,182.88,77.11,180.34,4.4,47,5.86,52,0.41,66,62,4.4
1,2,0,175.26,83.91,182.88,4.4,67,0.53,50,0.0,0,50,4.4
63,10,1,185.42,77.11,182.88,4.4,57,4.0,64,0.0,0,0,4.4
10,3,0,162.56,56.7,182.88,4.4,54,4.07,53,1.0,100,66,4.4
11,7,0,165.1,56.7,162.56,4.39,45,3.47,55,0.24,33,73,4.39
25,10,0,190.5,77.11,205.74,4.39,49,3.22,51,0.78,38,53,4.39
10,2,0,177.8,61.23,185.42,4.39,45,5.18,56,0.0,0,73,4.39
21,6,1,167.64,61.23,162.56,4.39,47,3.63,62,2.34,39,76,4.39
17,5,0,190.5,77.11,198.12,4.38,47,3.33,54,0.8,39,74,4.38
17,14,0,190.5,104.33,193.04,4.38,44,5.47,55,0.45,23,83,4.38
7,2,0,185.42,83.91,193.04,4.38,47,5.25,47,1.82,75,64,4.38
14,4,1,175.26,83.91,193.04,4.38,43,4.32,51,1.0,37,42,4.38
18,6,0,170.18,61.23,177.8,4.38,36,3.1,68,0.49,30,95,4.38
13,2,1,175.26,70.31,177.8,4.38,55,3.44,52,1.8,30,69,4.38
30,9,0,190.5,92.99,195.58,4.38,55,2.47,44,2.29,38,53,4.38
12,2,0,187.96,120.2,203.2,4.38,47,3.53,53,1.42,33,42,4.38
1,1,0,177.8,77.11,182.88,4.38,55,3.94,59,0.0,0,0,4.38
19,7,0,190.5,92.99,195.58,4.38,36,2.81,61,1.05,48,57,4.38
21,8,1,172.72,61.23,177.8,4.37,50,5.16,51,0.58,39,70,4.37
8,1,0,162.56,56.7,165.1,4.37,36,9.84,50,1.28,33,75,4.37
11,6,1,165.1,61.23,162.56,4.37,43,4.93,56,0.39,18,85,4.37
4,2,0,177.8,70.31,182.88,4.36,49,3.9,60,0.0,0,0,4.36
15,8,0,177.8,70.31,190.5,4.36,37,5.67,47,0.33,50,73,4.36
56,9,0,180.34,83.91,182.88,4.36,60,1.71,63,0.0,0,0,4.36
22,9,0,177.8,65.77,177.8,4.36,41,4.45,58,0.64,28,61,4.36
20,4,0,182.88,77.11,193.04,4.36,52,2.74,54,2.82,45,89,4.36
9,3,0,175.26,83.91,177.8,4.36,48,2.98,66,1.37,71,88,4.36
3,4,0,182.88,92.99,182.88,4.36,65,2.28,68,0.0,0,100,4.36
21,10,1,162.56,56.7,162.56,4.35,38,4.52,55,0.42,27,58,4.35
11,7,0,193.04,92.99,208.28,4.35,53,4.24,41,0.0,0,37,4.35
5,2,0,175.26,70.31,175.26,4.34,37,11.57,46,0.0,0,0,4.34
8,1,1,180.34,70.31,180.34,4.34,47,4.62,64,2.04,100,100,4.34
3,2,0,182.88,104.33,182.88,4.34,54,0.43,40,4.34,100,0,4.34
12,5,0,162.56,56.7,172.72,4.34,47,5.19,55,1.83,46,77,4.34
30,9,0,185.42,83.91,190.5,4.33,38,2.71,65,1.05,43,63,4.33
11,2,0,182.88,83.91,190.5,4.33,62,3.36,46,6.79,57,63,4.33
10,4,0,177.8,61.23,177.8,4.33,48,4.94,50,0.72,42,25,4.33
14,6,0,175.26,70.31,175.26,4.32,47,3.66,55,1.88,56,67,4.32
14,8,0,177.8,77.11,180.34,4.32,47,5.16,52,0.81,40,78,4.32
29,6,0,175.26,70.31,175.26,4.32,41,4.39,55,2.92,36,92,4.32
11,1,0,187.96,111.58,203.2,4.31,48,4.76,43,1.2,33,77,4.31
7,2,0,175.26,77.11,180.34,4.31,45,5.35,47,1.04,20,50,4.31
8,2,0,193.04,83.91,198.12,4.31,49,5.39,45,0.0,0,0,4.31
12,3,0,157.48,52.16,154.94,4.31,49,3.76,62,3.39,46,86,4.31
13,7,0,185.42,83.91,187.96,4.3,43,5.1,50,2.55,36,100,4.3
8,7,0,162.56,56.7,170.18,4.3,43,3.43,57,1.9,44,66,4.3
9,1,0,172.72,61.23,175.26,4.3,69,1.03,47,4.3,35,25,4.3
9,4,0,185.42,77.11,195.58,4.3,54,5.13,48,3.43,33,50,4.3
13,3,0,167.64,65.77,167.64,4.29,44,4.18,57,3.13,44,53,4.29
18,4,0,180.34,70.31,182.88,4.29,59,5.53,42,0.0,0,25,4.29
11,5,0,190.5,111.13,182.88,4.29,86,2.14,0,0.0,0,75,4.29
10,10,0,170.18,56.7,170.18,4.29,39,4.0,55,0.39,31,39,4.29
27,1,0,193.04,112.49,213.36,4.29,57,2.22,64,1.93,45,95,4.29
8,2,0,175.26,70.31,182.88,4.29,66,6.43,0,0.0,0,0,4.29
